Year,Home Team Name_Algeria,Home Team Name_Angola,Home Team Name_Argentina,Home Team Name_Australia,Home Team Name_Austria,Home Team Name_Belgium,Home Team Name_Bolivia,Home Team Name_Brazil,Home Team Name_Bulgaria,Home Team Name_Cameroon,Home Team Name_Canada,Home Team Name_Chile,Home Team Name_China PR,Home Team Name_Colombia,Home Team Name_Costa Rica,Home Team Name_Croatia,Home Team Name_Cuba,Home Team Name_Czech Republic,Home Team Name_Czechoslovakia,Home Team Name_C�te d'Ivoire,Home Team Name_Denmark,Home Team Name_Ecuador,Home Team Name_England,Home Team Name_France,Home Team Name_German DR,Home Team Name_Germany,Home Team Name_Germany FR,Home Team Name_Ghana,Home Team Name_Greece,Home Team Name_Haiti,Home Team Name_Honduras,Home Team Name_Hungary,Home Team Name_IR Iran,Home Team Name_Iran,Home Team Name_Iraq,Home Team Name_Italy,Home Team Name_Jamaica,Home Team Name_Japan,Home Team Name_Korea DPR,Home Team Name_Korea Republic,Home Team Name_Mexico,Home Team Name_Morocco,Home Team Name_Netherlands,Home Team Name_New Zealand,Home Team Name_Nigeria,Home Team Name_Northern Ireland,Home Team Name_Norway,Home Team Name_Paraguay,Home Team Name_Peru,Home Team Name_Poland,Home Team Name_Portugal,Home Team Name_Romania,Home Team Name_Russia,Home Team Name_Saudi Arabia,Home Team Name_Scotland,Home Team Name_Senegal,Home Team Name_Serbia,Home Team Name_Slovakia,Home Team Name_Slovenia,Home Team Name_South Africa,Home Team Name_Soviet Union,Home Team Name_Spain,Home Team Name_Sweden,Home Team Name_Switzerland,Home Team Name_Togo,Home Team Name_Tunisia,Home Team Name_Turkey,Home Team Name_USA,Home Team Name_Ukraine,Home Team Name_Uruguay,Home Team Name_Wales,Home Team Name_Yugoslavia,Home Team Name_Zaire,"Home Team Name_rn"">Bosnia and Herzegovina","Home Team Name_rn"">Republic of Ireland","Home Team Name_rn"">Serbia and Montenegro","Home Team Name_rn"">Trinidad and Tobago","Home Team Name_rn"">United Arab Emirates",Home Team Name_Algeria,Home Team Name_Angola,Home Team Name_Argentina,Home Team Name_Australia,Home Team Name_Austria,Home Team Name_Belgium,Home Team Name_Bolivia,Home Team Name_Brazil,Home Team Name_Bulgaria,Home Team Name_Cameroon,Home Team Name_Canada,Home Team Name_Chile,Home Team Name_China PR,Home Team Name_Colombia,Home Team Name_Costa Rica,Home Team Name_Croatia,Home Team Name_Cuba,Home Team Name_Czech Republic,Home Team Name_Czechoslovakia,Home Team Name_C�te d'Ivoire,Home Team Name_Denmark,Home Team Name_Dutch East Indies,Home Team Name_Ecuador,Home Team Name_Egypt,Home Team Name_El Salvador,Home Team Name_England,Home Team Name_France,Home Team Name_German DR,Home Team Name_Germany,Home Team Name_Germany FR,Home Team Name_Ghana,Home Team Name_Greece,Home Team Name_Haiti,Home Team Name_Honduras,Home Team Name_Hungary,Home Team Name_IR Iran,Home Team Name_Iran,Home Team Name_Iraq,Home Team Name_Israel,Home Team Name_Italy,Home Team Name_Jamaica,Home Team Name_Japan,Home Team Name_Korea DPR,Home Team Name_Korea Republic,Home Team Name_Kuwait,Home Team Name_Mexico,Home Team Name_Morocco,Home Team Name_Netherlands,Home Team Name_New Zealand,Home Team Name_Nigeria,Home Team Name_Northern Ireland,Home Team Name_Norway,Home Team Name_Paraguay,Home Team Name_Peru,Home Team Name_Poland,Home Team Name_Portugal,Home Team Name_Romania,Home Team Name_Russia,Home Team Name_Saudi Arabia,Home Team Name_Scotland,Home Team Name_Senegal,Home Team Name_Serbia,Home Team Name_Slovakia,Home Team Name_Slovenia,Home Team Name_South Africa,Home Team Name_Soviet Union,Home Team Name_Spain,Home Team Name_Sweden,Home Team Name_Switzerland,Home Team Name_Togo,Home Team Name_Tunisia,Home Team Name_Turkey,Home Team Name_USA,Home Team Name_Ukraine,Home Team Name_Uruguay,Home Team Name_Wales,Home Team Name_Yugoslavia,Home Team Name_Zaire,"Home Team Name_rn"">Bosnia and Herzegovina","Home Team Name_rn"">Republic of Ireland","Home Team Name_rn"">Serbia and Montenegro","Home Team Name_rn"">Trinidad and Tobago","Home Team Name_rn"">United Arab Emirates"
1994.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
